82,0,0,0,1,0.002865
92,0,0,0,1,0.002418
89,0,0,0,1,0.001309
86,0,0,0,1,0.001227
55,6,3,1,0,0.003086
49,9,4,0,0,0.002136
55,8,2,0,0,0.114981
46,5,2,0,0,0.061909
44,7,2,0,0,0.051518
49,8,2,0,0,0.019383
54,16,4,0,0,0.003247
49,29,9,0,0,0.002015
41,52,41,0,0,0.001114
69,2,1,25,0,0.001138
52,0,0,0,2,0.012422
56,0,0,0,3,0.004623
20,15,0,0,0,0.001158
53,9,3,0,0,0.002073
53,5,4,0,0,0.001686
63,8,10,10,0,0.312301
55,6,8,8,0,0.221562
58,7,8,8,0,0.169739
56,7,9,9,1,0.035584
62,7,10,10,1,0.048462
51,4,5,5,0,0.049295
58,5,6,6,0,0.019662
61,6,7,7,1,0.014664
60,9,9,9,1,0.017203
64,11,16,16,1,0.009092
69,18,23,23,2,0.001493
73,20,18,18,1,0.001069
52,10,0,0,0,0.14954
51,6,0,0,1,0.115309
52,8,0,0,1,0.065971
59,12,0,0,1,0.020225
50,14,0,1,2,0.010268
57,38,0,1,5,0.002483
8,76,48,48,0,0.263505
7,83,47,47,0,0.222974
7,70,38,38,0,0.127987
56,2,5,3,0,0.227
64,2,7,2,0,0.117124
57,1,5,1,0,0.063537
72,1,8,1,1,0.041402
54,1,10,1,1,0.01921
62,1,15,2,1,0.009668
58,1,24,3,1,0.006014
81,3,45,9,3,0.002738
81,3,45,8,3,0.002545
55,1,14,2,1,0.008503
74,4,21,5,1,0.001341
83,3,29,4,1,0.001426
58,3,16,2,1,0.001042
64,4,25,3,1,0.005168
58,18,0,16,2,0.025319
60,16,0,17,1,0.014173
40,19,0,26,0,0.002404
59,1,0,9,0,0.114542
51,0,0,9,1,0.050738
53,1,0,13,2,0.02475
55,1,0,16,2,0.016044
58,1,0,26,3,0.002182
60,1,0,35,6,0.00244
62,4,0,45,7,0.001554
55,7,0,0,0,0.022641
63,11,0,0,1,0.008277
56,3,1,0,0,0.105906
60,3,1,0,0,0.044477
65,4,2,0,0,0.008975
59,7,3,0,0,0.003216
73,23,4,0,0,0.003001
71,16,4,0,0,0.001594
64,24,5,0,0,0.00109
57,17,4,2,0,0.023832
56,40,6,2,0,0.008141
55,47,12,5,1,0.00314
58,47,15,8,1,0.001752
67,49,17,13,1,0.001512
69,0,0,0,2,0.002435
57,0,0,0,0,0.001249
64,0,0,0,6,0.00198
50,0,14,0,0,0.001302
70,4,0,0,18,0.074765
78,6,0,0,23,0.055934
