62,16,24,4,1,0.0022
55,9,5,2,0,0.010835
49,7,7,2,1,0.006954
58,15,15,4,1,0.0044
60,14,20,5,1,0.001076
59,16,26,4,2,0.001003
56,1,1,0,0,0.003026
58,1,1,0,0,0.001662
60,3,1,0,0,0.057508
65,4,1,0,0,0.051797
70,4,1,0,0,0.027688
63,5,1,0,0,0.014166
66,10,2,0,0,0.007518
71,16,5,0,0,0.002503
62,22,7,0,0,0.001403
61,20,4,0,0,0.00215
63,29,5,0,0,0.001253
56,30,6,0,0,0.00146
57,37,6,0,0,0.001596
55,29,4,0,0,0.002718
27,75,48,2,0,0.041355
40,76,37,2,0,0.100763
51,24,12,2,0,0.080318
59,22,14,1,0,0.032635
54,25,14,1,0,0.028265
51,33,19,2,0,0.034035
51,28,24,2,0,0.032025
58,61,42,3,0,0.003957
52,1,1,0,1,0.027539
45,1,0,0,1,0.011447
52,7,17,0,0,0.120254
49,8,11,0,1,0.100114
58,8,15,0,1,0.037934
56,23,17,1,1,0.04018
50,39,23,0,1,0.026306
25,46,12,0,1,0.008865
16,40,11,0,0,0.007711
12,59,9,0,0,0.00196
19,57,25,1,1,0.00148
16,25,35,0,1,0.001072
57,31,46,0,1,0.001058
61,4,6,0,0,0.00278
61,4,3,0,0,0.001117
63,13,8,1,0,0.002769
64,22,15,1,0,0.001318
48,0,2,0,0,0.01428
55,0,10,0,1,0.004041
51,1,2,0,0,0.011114
54,1,4,0,0,0.004733
54,1,13,0,0,0.001719
53,7,0,2,0,0.001175
53,3,0,0,0,0.001764
65,4,0,0,0,0.001891
68,4,0,1,0,0.001422
79,2,1,1,0,0.001835
58,1,3,0,0,0.00333
59,1,2,0,0,0.003079
67,0,7,0,0,0.002263
66,0,4,0,0,0.001612
78,13,21,3,0,0.001759
57,17,10,1,0,0.004155
54,4,12,0,0,0.00355
47,2,23,0,0,0.003418
63,3,19,0,0,0.001364
26,2,23,0,0,0.001059
22,75,7,0,0,0.000001
58,2,1,2,0,0.269871
68,5,1,3,1,0.075043
67,6,2,4,2,0.023117
66,9,2,4,3,0.013141
63,12,1,5,5,0.00276
66,15,2,5,6,0.00228
56,0,0,0,0,0.112079
59,0,0,0,1,0.037668
65,0,0,0,1,0.010163
62,0,1,0,3,0.002868
53,41,1,0,0,0.001904
61,3,1,0,2,0.022207
61,2,0,0,2,0.017253
69,2,1,0,4,0.003353
63,2,1,0,4,0.003961
74,4,1,0,8,0.00125
56,4,4,2,0,0.015252
66,5,3,1,0,0.027932
44,0,0,0,0,0.00116
56,2,0,0,1,0.134917
48,1,0,0,1,0.056361
46,1,0,0,1,0.037561
55,1,0,0,2,0.013551
55,2,0,0,5,0.005518
56,3,0,0,8,0.001783
50,11,0,0,0,0.186211
77,33,1,0,1,0.08285
51,14,0,0,0,0.057806
56,21,0,0,0,0.034999
57,35,1,0,0,0.021697
65,53,1,0,1,0.004747
73,68,1,0,2,0.003152
56,9,5,1,0,0.001234
1,59,2,0,2,0.007281
13,69,5,0,7,0.00692
8,53,5,0,6,0.003978
5,62,14,0,11,0.001512
61,0,0,0,0,0.280398
59,1,0,0,0,0.158525
62,0,0,0,1,0.112657
57,1,0,0,0,0.094078
54,1,0,0,1,0.023325
54,1,0,0,1,0.020826
50,1,0,0,1,0.005822
57,2,1,0,3,0.003113
60,2,0,0,4,0.001183
64,4,3,0,2,0.001131
69,26,6,1,0,0.006575
79,18,4,1,0,0.003776
83,17,5,1,0,0.002606
62,8,2,1,0,0.010808
58,10,2,1,0,0.008511
76,13,3,1,0,0.002473
61,8,2,0,0,0.002206
58,18,2,1,0,0.001906
69,17,10,0,5,0.030304
75,23,13,0,8,0.009015
77,27,13,0,11,0.002329
61,26,12,0,9,0.001466
76,31,14,0,15,0.00146
61,12,2,0,0,0.117101
63,10,2,0,0,0.067035
59,12,2,0,0,0.038883
56,14,3,0,0,0.023012
56,24,7,0,1,0.013251
58,20,7,0,1,0.01128
62,43,12,0,2,0.00199
64,35,12,0,2,0.001856
14,77,23,0,1,0.100337
8,66,13,0,0,0.017927
11,78,14,0,0,0.011415
8,72,12,0,0,0.004543
49,4,0,2,1,0.042196
72,4,0,2,0,0.124846
67,3,0,1,0,0.066734
64,4,1,1,1,0.056905
65,4,1,1,1,0.035631
65,4,1,1,2,0.029432
64,6,1,1,2,0.022176
59,6,2,2,2,0.012947
61,6,4,2,3,0.009413
59,4,2,1,2,0.01937
61,4,2,2,2,0.018538
69,6,2,3,3,0.002948
64,5,3,2,2,0.002932
59,6,2,1,2,0.002139
63,6,2,2,3,0.001502
53,4,8,0,1,0.005125
53,6,11,0,0,0.001668
58,3,2,0,0,0.002612
70,37,13,0,0,0.004425
50,15,5,0,0,0.038296
55,14,5,0,0,0.025112
49,23,9,0,0,0.014001
49,43,23,0,0,0.006529
51,65,42,0,0,0.003953
36,77,52,0,0,0.001068
53,29,19,0,0,0.026551
74,10,15,0,0,0.130972
67,10,13,0,0,0.049426
68,14,18,0,1,0.033555
69,25,31,0,2,0.008067
73,40,41,0,2,0.00521
83,59,52,1,2,0.00141
64,48,8,1,2,0.003383
64,23,3,0,1,0.0115
70,25,3,0,2,0.006426
56,38,6,0,2,0.002541
53,72,12,0,5,0.001476
30,66,20,1,0,0.655044
39,64,22,1,0,0.448252
34,68,22,0,1,0.267077
39,82,19,1,1,0.196193
20,62,10,1,1,0.088137
32,83,14,1,1,0.089839
19,65,6,1,1,0.069431
17,51,5,0,1,0.02692
34,78,10,0,2,0.034273
31,66,13,1,2,0.020873
36,75,13,0,1,0.011341
52,77,16,1,1,0.003778
40,67,20,1,1,0.002855
35,72,18,0,1,0.001516
20,74,10,1,1,0.00115
47,2,0,0,0,0.023438
51,2,0,0,0,0.019033
49,3,1,0,0,0.004147
56,11,1,0,0,0.001134
54,0,0,0,0,0.036974
55,0,0,0,0,0.022807
57,0,0,0,0,0.002246
55,1,0,0,0,0.001153
49,3,2,0,0,0.001761
68,7,0,3,3,0.001176
64,12,1,1,0,0.304896
58,13,1,1,0,0.162301
60,16,1,1,0,0.082886
59,17,1,1,0,0.052998
58,25,2,1,0,0.014246
61,45,2,2,0,0.010562
72,51,3,2,0,0.003073
61,43,4,2,0,0.003095
64,43,6,2,0,0.004311
70,49,10,2,0,0.003514
48,4,0,0,1,0.045963
47,5,0,0,1,0.025518
50,8,0,0,1,0.007152
53,16,0,1,1,0.007183
49,22,0,1,2,0.003251
47,58,0,0,2,0.001196
21,66,2,18,7,0.008188
13,77,1,29,9,0.004593
4,56,1,20,9,0.00115
13,64,11,19,0,0.002008
57,3,11,0,0,0.001679
59,1,9,1,0,0.001382
74,27,2,1,0,0.002684
68,19,2,1,0,0.003243
68,16,2,1,0,0.003822
85,11,2,1,0,0.001895
90,11,2,1,0,0.003469
75,11,2,1,0,0.004187
3,75,4,0,2,0.120432
